NAME_CN,SCIENTIFIC_NAME
披针叶蟹甲草,Parasenecio lancifolius (Franch.) Y. L. Chen
披針葉蟹甲草,Parasenecio lancifolius (Franch.) Y. L. Chen
阔柄蟹甲草,Parasenecio latipes (Franch.) Y. L. Chen
闊柄蟹甲草,Parasenecio latipes (Franch.) Y. L. Chen
白头蟹甲草,Parasenecio leucocephalus (Franch.) Y. L. Chen
白頭蟹甲草,Parasenecio leucocephalus (Franch.) Y. L. Chen
丽江蟹甲草,Parasenecio lidjiangensis (Hand.-Mazz.) Y. L. Chen
麗江蟹甲草,Parasenecio lidjiangensis (Hand.-Mazz.) Y. L. Chen
長穗蟹甲草,Parasenecio longispicus (Hand.-Mazz.) Y. L. Chen
长穗蟹甲草,Parasenecio longispicus (Hand.-Mazz.) Y. L. Chen
茂汶蟹甲草,Parasenecio maowenensis Y. L. Chen
天目山蟹甲草,Parasenecio matsudai (Kitam.) Y. L. Chen
玉山蟹甲草,Parasenecio morrisonensis Y. L. Chen
高熊蟹甲草,Parasenecio nokoensis (Masamune et Suzuki) Y. L. Chen
耳翼蟹甲草,Parasenecio otopteryx (Hand.-Mazz.) Y. L. Chen
腺毛掌裂蟹甲草,Parasenecio palmatisectus var. moupinensis (Franch.) Y. L. Chen
蜂斗菜状蟹甲草,Parasenecio petasitoides (Levl.) Y. L. Chen
蜂鬥菜狀蟹甲草,Parasenecio petasitoides (Levl.) Y. L. Chen
苞鳞蟹甲草,Parasenecio phyllolepis (Franch.) Y. L. Chen
苞鱗蟹甲草,Parasenecio phyllolepis (Franch.) Y. L. Chen
太白山蟹甲草,Parasenecio pilgerianus (Diels) Y. L. Chen
長白蟹甲草,Parasenecio praetermissus (Poljark.) Y. L. Chen
长白蟹甲草,Parasenecio praetermissus (Poljark.) Y. L. Chen
深山蟹甲草,Parasenecio profundorum (Dunn) Y. L. Chen
深裂五裂蟹甲草,Parasenecio quenquelobus var. sinuatus (Koyama) Y. L. Chen
五裂蟹甲草,Parasenecio quinquelobus (Wall. ex DC.) Y. L. Chen
蛛毛蟹甲草,Parasenecio roborowskii (Maxim.) Y. L. Chen
玉龙蟹甲草,Parasenecio rockianus (Hand.-Mazz.) Y. L. Chen
玉龍蟹甲草,Parasenecio rockianus (Hand.-Mazz.) Y. L. Chen
矢镞叶翻甲草,Parasenecio rubescens (S. Moore) Y. L. Chen
矢鏃葉翻甲草,Parasenecio rubescens (S. Moore) Y. L. Chen
红毛蟹甲草,Parasenecio rufipilis (Franch.) Y. L. Chen
紅毛蟹甲草,Parasenecio rufipilis (Franch.) Y. L. Chen
中华蟹甲草,Parasenecio sinicus (Ling) Y. L. Chen
中華蟹甲草,Parasenecio sinicus (Ling) Y. L. Chen
川西蟹甲草,Parasenecio souliei (Franch.) Y. L. Chen
无毛蟹甲草,Parasenecio subglaber (Chang) Y. L. Chen
無毛蟹甲草,Parasenecio subglaber (Chang) Y. L. Chen
大理蟹甲草,Parasenecio taliensis (Franch.) Y. L. Chen
盐丰蟹甲草,Parasenecio tenianus (Hand.-Mazz.) Y. L. Chen
鹽豐蟹甲草,Parasenecio tenianus (Hand.-Mazz.) Y. L. Chen
昆明蟹甲草,Parasenecio tripteris (Hand.-Mazz.) Y. L. Chen
秦岭蟹甲草,Parasenecio tsiniingensis (Hand.-Mazz.) Y. L. Chen
秦嶺蟹甲草,Parasenecio tsiniingensis (Hand.-Mazz.) Y. L. Chen
川鄂蟹甲草,Parasenecio vespertilo (Franch.) Y. L. Chen
辛家山蟹甲草,Parasenecio xinjiashanensis (Z. Y. Zhang et Y. L. Gou) Y. L. Chen
柳安属,Parashorea
柳安屬,Parashorea
望天树,Parashorea chinensis Wang Hsie
望天樹,Parashorea chinensis Wang Hsie
茉莉果属,Parastyrax
茉莉果屬,Parastyrax
茉莉果,Parastyrax lacei W. W. Smith
大叶茉莉果,Parastyrax macrophyllus C. Y. Wu et K. M. Fang
大葉茉莉果,Parastyrax macrophyllus C. Y. Wu et K. M. Fang
金星蕨属,Parathelypteris
金星蕨屬,Parathelypteris
钝角金星蕨,Parathelypteris angulariloba (Ching) Ching
鈍角金星蕨,Parathelypteris angulariloba (Ching) Ching
狭叶金星蕨,Parathelypteris angustifrons (Miq.) Ching
狹葉金星蕨,Parathelypteris angustifrons (Miq.) Ching
长根金星蕨,Parathelypteris beddomei (Bak.) Ching
長根金星蕨,Parathelypteris beddomei (Bak.) Ching
狭脚金星蕨,Parathelypteris borealis (Hara) Shing
狹腳金星蕨,Parathelypteris borealis (Hara) Shing
台湾金星蕨,Parathelypteris castanea (Tagawa) Ching
臺灣金星蕨,Parathelypteris castanea (Tagawa) Ching
尾羽金星蕨,Parathelypteris caudata Ching et Shing
长白山金星蕨,Parathelypteris changbaishanensis Ching ex Shing
長白山金星蕨,Parathelypteris changbaishanensis Ching ex Shing
中华金星蕨,Parathelypteris chinensis Ching ex Shing
中華金星蕨,Parathelypteris chinensis Ching ex Shing
毛果金星蕨,Parathelypteris chinensis var. hirticarpa Ching ex Shing
秦氏金星蕨,Parathelypteris chingii Shing et J. F. Cheng
大羽金星蕨,Parathelypteris chingii var. major (Ching) Shing
马蹄金星蕨,Parathelypteris cystopteroides (Eaton) Ching
馬蹄金星蕨,Parathelypteris cystopteroides (Eaton) Ching
金星蕨,Parathelypteris glanduligera (Kze.) Ching
微毛金星蕨,Parathelypteris glanduligera var. puberula (Ching) Ching ex Shing
矮小金星蕨,Parathelypteris grammitoides (Christ) Ching
毛脚金星蕨,Parathelypteris hirsutipes (Clarke) Ching
毛腳金星蕨,Parathelypteris hirsutipes (Clarke) Ching
滇越金星蕨,Parathelypteris indochinensis (Christ) Ching
光脚金星蕨,Parathelypteris japonica (Bak.) Ching
光腳金星蕨,Parathelypteris japonica (Bak.) Ching
光叶金星蕨,Parathelypteris japonica var. glabrata (Ching) Shing
光葉金星蕨,Parathelypteris japonica var. glabrata (Ching) Shing
禾秆金星蕨,Parathelypteris japonica var. musashiensis (Hiyama) Jiang
禾稈金星蕨,Parathelypteris japonica var. musashiensis (Hiyama) Jiang
黑叶金星蕨,Parathelypteris nigrescens Ching ex Shing
黑葉金星蕨,Parathelypteris nigrescens Ching ex Shing
中日金星蕨,Parathelypteris nipponica (Franch. et Sav.) Ching
阔片金星蕨,Parathelypteris pauciloba Ching ex Shing
闊片金星蕨,Parathelypteris pauciloba Ching ex Shing
长毛金星蕨,Parathelypteris petelotii (Ching) Ching
長毛金星蕨,Parathelypteris petelotii (Ching) Ching
秦岭金星蕨,Parathelypteris quinlingensis Ching ex Shing
秦嶺金星蕨,Parathelypteris quinlingensis Ching ex Shing
有齿金星蕨,Parathelypteris serrutula (Ching) Ching
有齒金星蕨,Parathelypteris serrutula (Ching) Ching
海南金星蕨,Parathelypteris subimmersa (Ching) Ching
毛盖金星蕨,Parathelypteris trichochlamys Ching ex Shing
毛蓋金星蕨,Parathelypteris trichochlamys Ching ex Shing
倒缨木属,Paravallaris
倒纓木屬,Paravallaris
倒缨木,Paravallaris macrophylla Pierre
倒纓木,Paravallaris macrophylla Pierre
毛叶倒缨木,Paravallaris yunnanensis Tsiang et P. T. Li
毛葉倒纓木,Paravallaris yunnanensis Tsiang et P. T. Li
富宁藤属,Parepigynum
富寧藤屬,Parepigynum
富宁藤,Parepigynum funingense Tsiang et P. T. Li
富寧藤,Parepigynum funingense Tsiang et P. T. Li
墙草属,Parietaria
墻草屬,Parietaria
墙草,Parietaria micrantha Ledeb
墻草,Parietaria micrantha Ledeb
重楼属,Paris
重樓屬,Paris
巴山重楼,Paris bashanensis Wang et Tang
巴山重樓,Paris bashanensis Wang et Tang
具柄重楼,Paris fargesii Franch.
具柄重樓,Paris fargesii Franch.
球药隔重楼,Paris fargesii Franch.
球藥隔重樓,Paris fargesii Franch.
七叶一枝花,Paris polyphylla Sm.
七葉一枝花,Paris polyphylla Sm.
缺瓣重楼,Paris polyphylla var. apetala Hand.-Mazz.
缺瓣重樓,Paris polyphylla var. apetala Hand.-Mazz.
短梗重楼,Paris polyphylla var. appendiculata Hara
短梗重樓,Paris polyphylla var. appendiculata Hara
华重楼,Paris polyphylla var. chinensis (Franch.) Hara
華重樓,Paris polyphylla var. chinensis (Franch.) Hara
宽叶重楼,Paris polyphylla var. latifolia Wang et Chang
寬葉重樓,Paris polyphylla var. latifolia Wang et Chang
狭叶重楼,Paris polyphylla var. stenophyllla Franch.
狹葉重樓,Paris polyphylla var. stenophyllla Franch.
長藥隔重樓,Paris polyphylla var. thibetica (Franch.) Hara
长药隔重楼,Paris polyphylla var. thibetica (Franch.) Hara
宽瓣重楼,Paris polyphylla var. yunnanensis (Franch.) Hand.-Mazz.
寬瓣重樓,Paris polyphylla var. yunnanensis (Franch.) Hand.-Mazz.
毛重楼,Paris pubescens (Hand.-Mazz.) Wang et Tang
毛重樓,Paris pubescens (Hand.-Mazz.) Wang et Tang
四叶重楼,Paris quadrifolia L.
四葉重樓,Paris quadrifolia L.
北重楼,Paris verticillata M. Bieb.
北重樓,Paris verticillata M. Bieb.
花叶重楼,Paris violacea Levl.
花葉重樓,Paris violacea Levl.
水蕨科,Parkeriaceae
球花豆属,Parkia
球花豆屬,Parkia
大叶球花豆,Parkia leiophylla Kurz
大葉球花豆,Parkia leiophylla Kurz
球花豆,Parkia timoriana (A. DC.) Merr.
扁轴木属,Parkinsonia
扁軸木屬,Parkinsonia
扁轴木,Parkinsonia aculeata L.
扁軸木,Parkinsonia aculeata L.
梅花草属,Parnassia
梅花草屬,Parnassia
南川梅花草,Parnassia amoena Diels
窄瓣梅花草,Parnassia angustipetala Ku
双叶梅花草,Parnassia bifolia Nekrass.
雙葉梅花草,Parnassia bifolia Nekrass.
短柱梅花草,Parnassia brevistyla (Brieg.) Hand.-Mazz.
玉树梅花草,Parnassia cacuminum f. yushuensis Ku
玉樹梅花草,Parnassia cacuminum f. yushuensis Ku
高山梅花草,Parnassia cacuminum Hand.-Mazz.
城口梅花草,Parnassia chenkouensis Ku
中国梅花草,Parnassia chinensis Franch.
中國梅花草,Parnassia chinensis Franch.
四川梅花草,Parnassia chinensis var. sechuanensis Jien
指裂梅花草,Parnassia cooperi W. E. Evans
心叶梅花草,Parnassia cordata (Drude) Jien
心葉梅花草,Parnassia cordata (Drude) Jien
鸡心梅花草,Parnassia crassifolia Franch.
雞心梅花草,Parnassia crassifolia Franch.
大卫梅花草,Parnassia davidii Franch.
大衛梅花草,Parnassia davidii Franch.
喜沙梅花草,Parnassia davidii var. arenicola Jien
德格梅花草,Parnassia degeensis Ku
突隔梅花草,Parnassia delavayi Franch.
德钦梅花草,Parnassia deqenensis Ku
德欽梅花草,Parnassia deqenensis Ku
宽叶梅花草,Parnassia dilatata Hand.-Mazz.
寬葉梅花草,Parnassia dilatata Hand.-Mazz.
无斑梅花草,Parnassia epunctulata J. T. Pan
無斑梅花草,Parnassia epunctulata J. T. Pan
龙场梅花草,Parnassia esquirolii Levl.
龍場梅花草,Parnassia esquirolii Levl.
短茎峨眉梅花草,Parnassia faberi f. abbreviata Engl.
短莖峨眉梅花草,Parnassia faberi f. abbreviata Engl.
長爪梅花草,Parnassia farreri W. E. Evans
长爪梅花草,Parnassia farreri W. E. Evans
藏北梅花草,Parnassia filchneri Ulbr.
白耳菜,Parnassia foliosa Hook. f. et Thoms.
甘肃梅花草,Parnassia gansuensis Ku
甘肅梅花草,Parnassia gansuensis Ku
矮小梅花草,Parnassia humilis Ku
康定梅花草,Parnassia kangdingensis Ku
宝兴梅花草,Parnassia labiata Jien
寶興梅花草,Parnassia labiata Jien
披针瓣梅花草,Parnassia lanceolata Ku
披針瓣梅花草,Parnassia lanceolata Ku
長圓瓣梅花草,Parnassia lanceolata var. oblongipetala Ku
长圆瓣梅花草,Parnassia lanceolata var. oblongipetala Ku
新疆梅花草,Parnassia laxmanni Pall.
细裂梅花草,Parnassia leptophylla Hand.-Mazz.
細裂梅花草,Parnassia leptophylla Hand.-Mazz.
丽江梅花草,Parnassia lijiangensis Ku
麗江梅花草,Parnassia lijiangensis Ku
長瓣梅花草,Parnassia longipetala Hand.-Mazz.
长瓣梅花草,Parnassia longipetala Hand.-Mazz.
短瓣梅花草,Parnassia longipetala var. brevipetala Jien ex Ku
似長瓣梅花草,Parnassia longipetaloides J. T. Pan
似长瓣梅花草,Parnassia longipetaloides J. T. Pan
龙胜梅花草,Parnassia longshengensis Ku
龍勝梅花草,Parnassia longshengensis Ku
黄花梅花草,Parnassia lutea Batalin
黃花梅花草,Parnassia lutea Batalin
大叶梅花草,Parnassia monochorifolia Franch.
大葉梅花草,Parnassia monochorifolia Franch.
凹瓣梅花草,Parnassia mysorensis Heyne ex Wight et Arn.
锐尖凹瓣梅花草,Parnassia mysorensis var. aucta Diels
銳尖凹瓣梅花草,Parnassia mysorensis var. aucta Diels
棒状梅花草,Parnassia noemiae Franch.
棒狀梅花草,Parnassia noemiae Franch.
矮云梅花草,Parnassia nubicola var. nana Ku
矮雲梅花草,Parnassia nubicola var. nana Ku
云梅花草,Parnassia nubicola Wall. ex Royle
雲梅花草,Parnassia nubicola Wall. ex Royle
倒卵叶梅花草,Parnassia obovata Hand.-Mazz.
倒卵葉梅花草,Parnassia obovata Hand.-Mazz.
金顶梅花草,Parnassia omeiensis Ku
金頂梅花草,Parnassia omeiensis Ku
细叉梅花草,Parnassia oreophila Hance
細叉梅花草,Parnassia oreophila Hance
梅花草,Parnassia palustris L.
多枝梅花草,Parnassia palustris var. multiseta Ledeb.
少花梅花草,Parnassia palustris var. palustris f. nana Ku
厚叶梅花草,Parnassia perciliata Diels
厚葉梅花草,Parnassia perciliata Diels
贵阳梅花草,Parnassia petimenginii Levl.
貴陽梅花草,Parnassia petimenginii Levl.
类三脉梅花草,Parnassia pusilla Wall. ex Arn.
類三脈梅花草,Parnassia pusilla Wall. ex Arn.
叙永梅花草,Parnassia rhombipetala B. L. Chai
敘永梅花草,Parnassia rhombipetala B. L. Chai
白花梅花草,Parnassia scaposa Mattf.
近凹瓣梅花草,Parnassia submysorensis J. T. Pan
倒卵瓣梅花草,Parnassia subscaposa C. Y. Wu ex Ku
青铜钱,Parnassia tenella Hook. f. et Thoms.
青銅錢,Parnassia tenella Hook. f. et Thoms.
西藏梅花草,Parnassia tibetana Jien
三脉梅花草,Parnassia trinervis Drude
三脈梅花草,Parnassia trinervis Drude
娇媚梅花草,Parnassia venusta Jien
嬌媚梅花草,Parnassia venusta Jien
绿花梅花草,Parnassia viridiflora Batalin
綠花梅花草,Parnassia viridiflora Batalin
鸡肫梅花草,Parnassia wightiana Wall. ex Wight et Arn.
雞肫梅花草,Parnassia wightiana Wall. ex Wight et Arn.
兴安梅花草,Parnassia xinganensis C. Z. Gao et G. Z. Li
興安梅花草,Parnassia xinganensis C. Z. Gao et G. Z. Li
盐源梅花草,Parnassia yanyuanensis Ku
鹽源梅花草,Parnassia yanyuanensis Ku
彝良梅花草,Parnassia yiliangensis Ku
彜良梅花草,Parnassia yiliangensis Ku
俞氏梅花草,Parnassia yuii Jien
玉龙山梅花草,Parnassia yulongshanensis Ku
玉龍山梅花草,Parnassia yulongshanensis Ku
云南梅花草,Parnassia yunnanensis Franch.
雲南梅花草,Parnassia yunnanensis Franch.
長柄雲南梅花草,Parnassia yunnanensis var. longistipitata Jien
长柄云南梅花草,Parnassia yunnanensis var. longistipitata Jien
紫雀花属,Parochetus
紫雀花屬,Parochetus
紫雀花,Parochetus communis Buch.-Ham. ex D. Don
条果芥属,Parrya
條果芥屬,Parrya
天山条果芥,Parrya beketovi Krassn.
天山條果芥,Parrya beketovi Krassn.
毛萼条果芥,Parrya eriocalyx Regel et Schmalh.
毛萼條果芥,Parrya eriocalyx Regel et Schmalh.
无茎条果芥,Parrya exscapa C. A. Mey
無莖條果芥,Parrya exscapa C. A. Mey
灌丛条果芥,Parrya fruticulosa Regel et Schmalh.
灌叢條果芥,Parrya fruticulosa Regel et Schmalh.
裸茎条果芥,Parrya nudicaulis (L.) Regel
裸莖條果芥,Parrya nudicaulis (L.) Regel
无毛条果芥,Parrya pinnatifida var. glabra N. Busch
無毛條果芥,Parrya pinnatifida var. glabra N. Busch
有毛条果芥,Parrya pinnatifida var. hirsuta N. Busch
有毛條果芥,Parrya pinnatifida var. hirsuta N. Busch
垫状条果芥,Parrya pulvinata M. Popov
墊狀條果芥,Parrya pulvinata M. Popov
近長角條果芥,Parrya subsiliquosa M. Popov
近长角条果芥,Parrya subsiliquosa M. Popov
腋花芥属,Parryodes
腋花芥屬,Parryodes
腋花芥,Parryodes axilliflora Jafri
同心结属,Parsonsia
同心結屬,Parsonsia
广西同心结,Parsonsia goniostemon Hand.-Mazz.
廣西同心結,Parsonsia goniostemon Hand.-Mazz.
海南同心结,Parsonsia howii Tsiang
海南同心結,Parsonsia howii Tsiang
同心结,Parsonsia laevigata (Moon) Alston
同心結,Parsonsia laevigata (Moon) Alston
银胶菊属,Parthenium
銀膠菊屬,Parthenium
灰白银胶菊,Parthenium argentatum A. Gray
灰白銀膠菊,Parthenium argentatum A. Gray
银胶菊,Parthenium hysterophorus L.
銀膠菊,Parthenium hysterophorus L.
地锦属,Parthenocissus
地錦屬,Parthenocissus
毛脉地锦,Parthenocissus cuspidifera var. pubifolia C. L. Li
毛脈地錦,Parthenocissus cuspidifera var. pubifolia C. L. Li
异叶地锦,Parthenocissus dalzielii Gagnep.
异叶爬山虎,Parthenocissus dalzielii Gagnep.
異葉地錦,Parthenocissus dalzielii Gagnep.
異葉爬山虎,Parthenocissus dalzielii Gagnep.
锈毛长柄地锦,Parthenocissus feddei var. pubescens C. L. Li
銹毛長柄地錦,Parthenocissus feddei var. pubescens C. L. Li
花叶地锦,Parthenocissus henryana (Hemsl.) Diels et Gilg
花葉地錦,Parthenocissus henryana (Hemsl.) Diels et Gilg
毛脉花叶地锦,Parthenocissus henryana var. henryana (Hemsl.) Diels
毛脈花葉地錦,Parthenocissus henryana var. henryana (Hemsl.) Diels
绿叶地锦,Parthenocissus laetevirens Rehd.
綠葉地錦,Parthenocissus laetevirens Rehd.
五叶地锦,Parthenocissus quinquefolia (L.) Planch.
五葉地錦,Parthenocissus quinquefolia (L.) Planch.
三叶地锦,Parthenocissus semicordata (Wall. ex Roxb.) Planch.
三葉地錦,Parthenocissus semicordata (Wall. ex Roxb.) Planch.
红三叶地锦,Parthenocissus semicordata var. rubifolia (Levl. et Vaniot.) C. L. Li
紅三葉地錦,Parthenocissus semicordata var. rubifolia (Levl. et Vaniot.) C. L. Li
栓翅地锦,Parthenocissus suberosa Hand.-Mazz.
栓翅地錦,Parthenocissus suberosa Hand.-Mazz.
地锦,Parthenocissus tricuspidata (S. et Z.) Planch.
地錦,Parthenocissus tricuspidata (S. et Z.) Planch.
类雀稗属,Paspalidium
類雀稗屬,Paspalidium
类雀稗,Paspalidium flavidium (Retz.) A. Camus
類雀稗,Paspalidium flavidium (Retz.) A. Camus
尖头类雀稗,Paspalidium punctatum (Burm. f.) A. Camus
尖頭類雀稗,Paspalidium punctatum (Burm. f.) A. Camus
雀稗属,Paspalum
雀稗屬,Paspalum
南雀稗,Paspalum commersonii Lam.
两耳草,Paspalum conjugatum Berg.
兩耳草,Paspalum conjugatum Berg.
云南雀稗,Paspalum delavayi Henr.
雲南雀稗,Paspalum delavayi Henr.
毛花雀稗,Paspalum dilatatum Poir.
裂颖雀稗,Paspalum fimbriatum H. B. K.
裂穎雀稗,Paspalum fimbriatum H. B. K.
台湾雀稗,Paspalum formosanum Honda
臺灣雀稗,Paspalum formosanum Honda
长叶雀稗,Paspalum longifolium Roxb.
長葉雀稗,Paspalum longifolium Roxb.
稜稃雀稗,Paspalum malacophyllum Trin.
百喜草,Paspalum notatum Flugge
圆果雀稗,Paspalum orbiculare Forst.
圓果雀稗,Paspalum orbiculare Forst.
双穗雀稗,Paspalum paspaloides (Michx.) Scribn.
雙穗雀稗,Paspalum paspaloides (Michx.) Scribn.
皱稃雀稗,Paspalum plicatulum Michx.
皺稃雀稗,Paspalum plicatulum Michx.
鸭乸草,Paspalum scrobiculatum L.
鴨乸草,Paspalum scrobiculatum L.
雀稗,Paspalum thunbergii Kunth ex steud.
丝毛雀稗,Paspalum urvillei Steud.
絲毛雀稗,Paspalum urvillei Steud.
海雀稗,Paspalum vaginatum Sw.
粗秆雀稗,Paspalum virgatum L.
粗稈雀稗,Paspalum virgatum L.
西番莲属,Passiflora
西番蓮屬,Passiflora
蓝翅西番莲,Passiflora alatocaerulea Lindl.
藍翅西番蓮,Passiflora alatocaerulea Lindl.
月叶西番莲,Passiflora altebilobata Hemsl.
月葉西番蓮,Passiflora altebilobata Hemsl.
西番莲,Passiflora coerulea L.
西番蓮,Passiflora coerulea L.
杯叶西番莲,Passiflora cupiformis Passif
杯葉西番蓮,Passiflora cupiformis Passif
心叶西番莲,Passiflora eberhardtii Gagnep.
心葉西番蓮,Passiflora eberhardtii Gagnep.
鸡蛋果,Passiflora edulia Sims
雞蛋果,Passiflora edulia Sims
龙珠果,Passiflora foetida L.
龍珠果,Passiflora foetida L.
细柱西番莲,Passiflora gracilis Jacq. ex Link.
細柱西番蓮,Passiflora gracilis Jacq. ex Link.
圆叶西番莲,Passiflora henryi Hemsl.
圓葉西番蓮,Passiflora henryi Hemsl.
尖峰西番莲,Passiflora jianfengensis S. M. Hwang et Q. Huang
尖峰西番蓮,Passiflora jianfengensis S. M. Hwang et Q. Huang
山峰西番莲,Passiflora jugorum W. W. Smith
山峰西番蓮,Passiflora jugorum W. W. Smith
广东西番莲,Passiflora kwangtungensis Merr.
廣東西番蓮,Passiflora kwangtungensis Merr.
樟叶西番莲,Passiflora laurifolia L.
樟葉西番蓮,Passiflora laurifolia L.
长叶蛇王藤,Passiflora moluccana var. glaberrima (Gagnep.) Wilde
長葉蛇王藤,Passiflora moluccana var. glaberrima (Gagnep.) Wilde
蛇王藤,Passiflora moluccana var. teysmanniana (Miq.) Wilde
蝴蝶藤,Passiflora papilio Li
半边风,Passiflora perpera Mast.
半邊風,Passiflora perpera Mast.
大果西番莲,Passiflora quadrangularis L.
大果西番蓮,Passiflora quadrangularis L.
菱叶西番莲,Passiflora rhombiformis S. Y. Bao
菱葉西番蓮,Passiflora rhombiformis S. Y. Bao
长叶西番莲,Passiflora siamica Craib
長葉西番蓮,Passiflora siamica Craib
南美西番莲,Passiflora suberosa L.
南美西番蓮,Passiflora suberosa L.
镰叶西番莲,Passiflora wilsonii Hemsl.
鐮葉西番蓮,Passiflora wilsonii Hemsl.
西番莲科,Passifloraceae
西番蓮科,Passifloraceae
欧防风属,Pastinaca
歐防風屬,Pastinaca
欧防风,Pastinaca sativa L.
歐防風,Pastinaca sativa L.
败酱属,Patrinia
敗醬屬,Patrinia
光叶败酱,Patrinia glabrifolia Yamamoto
光葉敗醬,Patrinia glabrifolia Yamamoto
墓头回,Patrinia heterophylla Bunge
墓頭回,Patrinia heterophylla Bunge
窄叶败酱,Patrinia heterophylla subsp. angustifolia (Hemsl.) H. J. Wang
窄葉敗醬,Patrinia heterophylla subsp. angustifolia (Hemsl.) H. J. Wang
中败酱,Patrinia intermedia (Horn.) Roem. et Schult.
中敗醬,Patrinia intermedia (Horn.) Roem. et Schult.
少蕊败酱,Patrinia monandra C. B. Clarke
少蕊敗醬,Patrinia monandra C. B. Clarke
台湾败酱,Patrinia monandra var. formosana (Kitam.) H. J. Wang
臺灣敗醬,Patrinia monandra var. formosana (Kitam.) H. J. Wang
大斑花败酱,Patrinia punctiflora var. robusta Hsu et H. J. Wang
大斑花敗醬,Patrinia punctiflora var. robusta Hsu et H. J. Wang
岩败酱,Patrinia rupestris (Pall.) Juss.
岩敗醬,Patrinia rupestris (Pall.) Juss.
